,Company,Location,Description,web_name,URL,Founders,LinkedIn,Season,Other Tags,Email
91,HeartByte,"San Francisco, CA, USA",GenAI Webtoon. Creator write fictions 10x faster.,heartbyte,https://www.ycombinator.com/companies/heartbyte,"['Rachel Wang', 'Xinyue Liang']",https://www.linkedin.com/in/rachelshuyanwang,W24,"['Active', 'generative-ai', 'consumer', 'entertainment', 'social-media', 'San Francisco']",['rachel@heartbyte.ai']
92,Yondu,"San Francisco, CA, USA",Robotic Foundation Models for Intelligent Navigation,yondu,https://www.ycombinator.com/companies/yondu,"['Michael Chen', 'Tahmid Jamal']",https://www.linkedin.com/company/yonduai/,W24,"['Active', 'generative-ai', 'hard-tech', 'robotics', 'navigation', 'ai', 'San Francisco']",[]
93,dawn,,Analytics for AI products.,dawn,https://www.ycombinator.com/companies/dawn,"['Zubin Koticha', 'Alexis Gauba', 'Ben Hylak']",https://linkedin.com/in/zkoticha,W24,['Active'],['zk@dawnai.com']
94,Lumina,"San Francisco, CA, USA",AI Answer Engine for Science,lumina,https://www.ycombinator.com/companies/lumina,"['Aswin Andrison', 'Tri Ahmad Irfan']",http://linkedin.com/in/aandrison,W22,"['Active', 'aiops', 'marketplace', 'saas', 'community', 'automation']",[]
95,Centauri AI,"Alameda, CA, USA",The Modern ETL and Data Science Platform for Finance,centauri-ai,https://www.ycombinator.com/companies/centauri-ai,"['He Lu', 'Milan Shen', 'James Wu']",https://www.linkedin.com/company/101369147/,W24,"['Active', 'fintech', 'b2b', 'data-science', 'data-engineering', 'ai', 'Alameda']",['he.lu@centauri-ai.tech']
96,ProSights,"New York, NY, USA",AI-Native Operating System for the Modern Investment Firm,prosights,https://www.ycombinator.com/companies/prosights,"['Justin Wu', 'Aaron Guo', 'Howard Zhong']",https://www.linkedin.com/company/prosightsdata/,W24,"['Active', 'fintech', 'analytics', 'enterprise-software', 'investments', 'ai', 'New York']",['founders@prosights.co']
97,Manifold Freight,"Seattle, WA, USA",Aggregating Spot Freight Opportunities for Carriers,manifold-freight,https://www.ycombinator.com/companies/manifold-freight,"['Oliver Jones', 'Andrew Huff']",https://www.linkedin.com/company/manifold-freight/,W24,"['Active', 'artificial-intelligence', 'b2b', 'logistics', 'automation', 'Seattle']",[]
98,edgetrace,,Real-world video understanding models,edgetrace,https://www.ycombinator.com/companies/edgetrace,"['David Okao', 'Kyle Orciuch']",https://linkedin.com/company/edgetrace,W24,"['Active', 'artificial-intelligence', 'computer-vision', 'b2b', 'video', 'api']",['founders@edgetrace.ai']
99,Clarum,"San Francisco, CA, USA","Accelerated, reliable due diligence, driven by AI",clarum,https://www.ycombinator.com/companies/clarum,"['Anton Otaner', 'Tommy He']",https://www.linkedin.com/company/clarum-ai,W24,"['Active', 'generative-ai', 'saas', 'finance', 'b2b', 'productivity', 'San Francisco']",['contact@clarum.ai']
100,Opencall.ai,"San Francisco, CA, USA",AI call centers for any business,opencall-ai,https://www.ycombinator.com/companies/opencall-ai,"['Oliver Silverstein', 'Nicholas Lee', 'Eric Mei', 'Arthur Silverstein']",https://www.linkedin.com/company/opencall-ai/?viewAsMember=true,W24,"['Active', 'artificial-intelligence', 'b2b', 'call-center', 'ai-assistant', 'San Francisco']",[]
101,Voicepanel,,Better surveys with AI,voicepanel,https://www.ycombinator.com/companies/voicepanel,"['Asa Schachar', 'John Provine']",https://www.linkedin.com/company/voicepanel,W24,['Active'],['john@voicepanel.co']
102,Skygaze,,Content recommendation for the new social web,skygaze,https://www.ycombinator.com/companies/skygaze,"['Cooper Edmunds', 'Jett Hollister', 'Adithya Vellal']",https://www.linkedin.com/company/skygaze/,W24,"['Active', 'machine-learning', 'consumer', 'social-media', 'recommendation-system']",[]
103,Abel,"San Francisco, CA, USA",Transforming document review for litigation teams,abel,https://www.ycombinator.com/companies/abel,"['Sean Safahi', 'Chenyu Li']",https://www.linkedin.com/company/tryabel/,W24,"['Active', 'artificial-intelligence', 'generative-ai', 'b2b', 'legal', 'legaltech', 'San Francisco']",['founders@tryabel.com']
104,OffDeal,"New York, NY, USA",AI-native investment bank for buying SMBs,offdeal,https://www.ycombinator.com/companies/offdeal,"['Ori Eldarov', 'Alston Lin']",https://www.linkedin.com/company/offdeal/,W24,"['Active', 'fintech', 'generative-ai', 'b2b', 'smb', 'ai-assistant', 'New York']",['founders@offdeal.io']
105,Delve,"San Francisco, CA, USA","HIPAA compliance in days, not months.",delve,https://www.ycombinator.com/companies/delve,"['Karun Kaushik', 'Selin Kocalar']",https://www.linkedin.com/company/getdelve/,W24,"['Active', 'saas', 'health-tech', 'b2b', 'compliance', 'infrastructure', 'San Francisco']",['founders@getdelve.com']
106,Andy AI,"San Francisco, CA, USA",Faster clinical documentation for home health nurses,andy-ai,https://www.ycombinator.com/companies/andy-ai,"['Tiantian Zha', 'Max Akhterov']",http://linkedin.com/company/with-andy,W24,"['Active', 'artificial-intelligence', 'saas', 'health-tech', 'b2b', 'healthcare', 'San Francisco']",[]
107,Hazel,"New York, NY, USA",AI-enabled procurement marketplace for government,hazel,,,,,,
108,Shiboleth,"New York, NY, USA",Shiboleth automates lending compliance for financial institutions…,shiboleth,https://www.ycombinator.com/companies/shiboleth,"['Esty Scheiner', 'Bivu Dhungana']",https://www.linkedin.com/company/shiboleth/about/,W24,"['Active', 'fintech', 'generative-ai', 'b2b', 'compliance', 'lending', 'New York']","['founders@shiboleth.ai', 'founders@shiboleth.ai']"
109,Kontractify,"San Francisco, CA, USA","RFPs for enterprises, powered by LLMs",kontractify,https://www.ycombinator.com/companies/kontractify,"['Aidan Lee', 'Justin May', 'Anand Nanduri']",https://www.linkedin.com/company/kontractifyhq,W24,"['Active', 'saas', 'b2b', 'supply-chain', 'procurement', 'San Francisco']",['aidan@kontractify.com']
110,Soundry AI,"Seattle, WA, USA",Professional Quality AI Music Creation,soundry-ai,https://www.ycombinator.com/companies/soundry-ai,"['Mark Buckler, CEO', 'Justin Parus', 'Diandre Ruiz']",https://www.linkedin.com/company/soundry-ai/,W24,"['Active', 'artificial-intelligence', 'social-media', 'music', 'ai-assistant', 'Seattle']",['founders@soundry.ai']
111,Elodin,"San Francisco, CA, USA",Modern Software Development Platform for Aerospace Control Systems.,elodin,https://www.ycombinator.com/companies/elodin,"['Daniel Driscoll', 'Tom Gurka', 'Andrei Khvalko', 'Akhil Velagapudi', 'Sascha Wise']",https://www.linkedin.com/company/elodin-systems-inc,W24,"['Active', 'drones', 'satellites', 'aerospace', 'San Francisco']",['founders@elodin.systems']
112,HostAI,"San Francisco, CA, USA",The operating system for managing vacation rentals. ,hostai,https://www.ycombinator.com/companies/hostai,"['Cole Rubin', 'Punn Kam']",https://www.linkedin.com/company/host-ai/,W24,"['Active', 'saas', 'real-estate', 'b2b', 'proptech', 'ai', 'San Francisco']",['cole@hostai.app']
113,Trieve,"San Francisco, CA, USA",Infrastructure for search teams building retrieval and RAG,trieve,https://www.ycombinator.com/companies/trieve,"['Nicholas Khami', 'Denzell Ford']",https://www.linkedin.com/company/trieveai/,W24,"['Active', 'developer-tools', 'b2b', 'open-source', 'api', 'ai', 'San Francisco']",['founders@trieve.ai']
114,Tensorfuse,"San Francisco, CA, USA",Deploy and scale LLM pipelines on your own cloud,tensorfuse,https://www.ycombinator.com/companies/tensorfuse,"['Samagra Sharma', 'Agam Jain']",https://www.linkedin.com/company/tensorfuse/,W24,"['Active', 'aiops', 'artificial-intelligence', 'developer-tools', 'generative-ai', 'infrastructure', 'San Francisco']",['founders@tensorfuse.io']
115,Toma,"New York, NY, USA",AI phone automation for auto dealerships,toma,https://www.ycombinator.com/companies/toma,"['Monik Pamecha', 'Junyu Huang', 'Anthony Krivonos']",https://www.linkedin.com/company/tomavoice/,W24,"['Active', 'artificial-intelligence', 'generative-ai', 'b2b', 'conversational-ai', 'New York']",['founders@toma.so']
116,Carma,"San Francisco, CA, USA",Same-Day Auto Repair for Commercial Fleets.,carma,https://www.ycombinator.com/companies/carma,"['Muhammad Alasgarli', 'Brandt Lawson']",https://www.linkedin.com/company/carma-com,W24,"['Active', 'auto-commerce', 'marketplace', 'b2b', 'trust-&-safety', 'automotive', 'San Francisco']","['fleets@joincarma.com', 'shops@joincarma.com.Jobs', 'muhammad@joincarma.com', 'muhammad@joincarma.com']"
117,Preloop,,Translate your experimental scripts into production ML services,preloop,https://www.ycombinator.com/companies/preloop,['Tejas Hosangadi'],https://www.linkedin.com/company/preloop/,W24,"['Active', 'artificial-intelligence', 'deep-learning', 'developer-tools', 'machine-learning', 'data-science']",['founders@preloop.com']
118,Superagent,"San Francisco, CA, USA",Open-source AI-agents for doing web research,superagent,https://www.ycombinator.com/companies/superagent,"['Alan Zabihi', 'Ismail Pelaseyed']",https://www.linkedin.com/company/superagent-sh/,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'open-source', 'ai-assistant', 'San Francisco']",[]
119,Bilanc,"London, England, United Kingdom",Unit Economics on autopilot,bilanc,https://www.ycombinator.com/companies/bilanc,['Samuel Akinwunmi'],https://www.linkedin.com/company/bilanc,W24,"['Active', 'finops', 'fintech', 'finance', 'analytics', 'data-science']",['sam@bilanc.co']
120,SevnAI,"San Francisco, CA, USA",Foundation Models for Graphic Designs,sevnai,https://www.ycombinator.com/companies/sevnai,"['Jean Kaddour', 'Srijan Patel']",https://linkedin.com/in/jean-kaddour-344837267,W24,"['Active', 'generative-ai', 'design', 'ai', 'San Francisco']",[]
121,Browser Buddy,"San Francisco, CA, USA",Recommendations across the web,browser-buddy,https://www.ycombinator.com/companies/browser-buddy,"['Mohammed Muslim', 'Jeremy Suh', 'Arnav Wadehra']",https://www.linkedin.com/company/recipe-workspace,W24,"['Active', 'saas', 'consumer', 'San Francisco']",[]
122,Astro Mechanica,"San Francisco, CA, USA",New jet engines for the new Jet Age.,astro-mechanica,https://www.ycombinator.com/companies/astro-mechanica,['Ian Brooke'],https://www.linkedin.com/company/astro-mechanica/,W24,"['Active', 'commercial-space-launch', 'airplanes', 'aerospace', 'San Francisco']",['info@astromecha.co']
123,CodeAnt AI,"San Francisco, CA, USA",AI to auto-fix bad code & security vulnerabilities.,codeant-ai,https://www.ycombinator.com/companies/codeant-ai,"['Amartya Jha', 'Chinmay Bharti']",https://www.linkedin.com/company/codeant-ai,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'saas', 'b2b', 'productivity', 'San Francisco']",['amartya@codeant.ai']
124,Draftaid,"Toronto, ON, Canada",Go from 3D models to CAD drawings using AI,draftaid,https://www.ycombinator.com/companies/draftaid,"['Mohammed Al-arnawoot', 'Abdullah Elqabbany', 'Tahsin Rahman']",https://www.linkedin.com/company/draftaid,W24,"['Active', 'construction', 'design', 'manufacturing', 'architecture', 'ai-assistant']",['mohammed@draftaid.io']
125,Metofico,"London, England, United Kingdom",No Code Data Analysis for Life Science Research,metofico,https://www.ycombinator.com/companies/metofico,"['Mehdi Boudjadja', 'Salah Boudjadja']",https://www.linkedin.com/company/31390857/admin/inbox/,W24,"['Active', 'saas', 'data-science', 'no-code', 'data-visualization']",['info@metofico.com']
126,Ellipsis,,"Convert technical instructions into working, tested code",ellipsis,https://www.ycombinator.com/companies/ellipsis,"['Hunter Brooks', 'Nick Bradford']",https://www.linkedin.com/company/ellipsis-dev/,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'generative-ai', 'saas', 'ai']",['team@ellipsis.dev']
127,Dime,,The Factory Operating System,dime,https://www.ycombinator.com/companies/dime,"['Ben Share', 'Aaron Barbieri-Aghib']",https://www.linkedin.com/in/benshare,S21,"['Active', 'San Francisco']",[]
128,SpareChange,"New York, NY, USA","Making high-impact, tax-effective philanthropy, available to…",sparechange,https://www.ycombinator.com/companies/sparechange,"['Sid Premkumar', 'Sahil Sinha']",https://www.linkedin.com/company/getsparechange,W24,"['Active', 'fintech', 'consumer', 'consumer-finance', 'New York']",[]
129,Pythagora (GPT Pilot),,OSS dev tool that builds entire apps from scratch by talking to you,pythagora-(gpt-pilot),,,,,,
130,Wuri,,"AI app to read web stories as visual novels with images, videos, audio",wuri,https://www.ycombinator.com/companies/wuri,"['Akshay Megharaj', 'Pratik Gangwal']",https://www.linkedin.com/company/teamwuri,W24,['Active'],['founders@wuri.ai']
131,Opens,Remote,"Autopilot customer support on phone, web and email.",opens,https://www.ycombinator.com/companies/opens,"['Mohammad Gharbat', 'Shanur Rahman']",https://www.linkedin.com/company/opencopilot,W24,"['Active', 'generative-ai', 'ai', 'conversational-ai', 'ai-assistant']",[]
132,Aedilic,"Palo Alto, CA, USA",gpudeploy.com,aedilic,https://www.ycombinator.com/companies/aedilic,"['Nicholas Waltz', 'Lukas Schneider']",https://www.linkedin.com/company/aedilic,W24,"['Active', 'artificial-intelligence', 'marketplace', 'b2b', 'ai', 'Palo Alto']",['nico@aedilic.com']
133,Salvy,"Curitiba, PR, Brazil",Mobile carrier for businesses in Brazil,salvy,https://www.ycombinator.com/companies/salvy,"['Artur Negrão', 'Hudo Assenco', 'Maria Eduarda Kumlehn', 'Lucas Rosa']",https://www.linkedin.com/company/use-salvy,W24,"['Active', 'saas', 'b2b', 'latin-america', 'telecommunications', 'ai']",[]
134,Centralize,"San Francisco, CA, USA",Analyze customer conversations with AI to upsell more and slash churn,centralize,https://www.ycombinator.com/companies/centralize,"['Rachit Kataria', 'Will Wang']",https://www.linkedin.com/company/usecentralize,W24,"['Active', 'artificial-intelligence', 'generative-ai', 'saas', 'b2b', 'analytics', 'San Francisco']",['founders@usecentralize.com']
135,phospho,"San Francisco, CA, USA",Open Source Text Analytics for LLM Apps,phospho,https://www.ycombinator.com/companies/phospho,"['Pierre-Louis Biojout', 'Paul-Louis Venard']",https://www.linkedin.com/company/phospho-app/,W24,"['Active', 'generative-ai', 'saas', 'analytics', 'ai', 'conversational-ai', 'San Francisco']",[]
136,Quantic,"San Francisco, CA, USA",Next generation data for Sales teams.,quantic,https://www.ycombinator.com/companies/quantic,"['Grant Margerum', 'Garrett Graves']",https://www.linkedin.com/company/quantichq/,W24,"['Active', 'sales', 'sales-enablement', 'automation', 'ai', 'databases', 'San Francisco']",['sales@quantichq.com']
137,Resonance,"San Francisco, CA, USA",Optimally upsell users within your product,resonance,https://www.ycombinator.com/companies/resonance,['Jonathan Ou'],https://www.linkedin.com/company/99332802/admin/feed/posts/,W24,"['Active', 'reinforcement-learning', 'saas', 'customer-success', 'enterprise-software', 'ai', 'San Francisco']",[]
138,Firebender,"San Francisco, CA, USA",Find the best leads to sell to,firebender,https://www.ycombinator.com/companies/firebender,"['Aman Gottumukkala', 'Kevin Tang']",https://linkedin.com/company/firebender-ai,W24,"['Active', 'saas', 'b2b', 'sales', 'marketing', 'ai', 'San Francisco']",['aman@firebender.com']
139,Aether Energy,"San Francisco, CA, USA",AI design and workflow software for solar installers worldwide,aether-energy,https://www.ycombinator.com/companies/aether-energy,"['Zayne Sagar', 'Shelby Bons']",https://www.linkedin.com/company/aetherenergy,W24,"['Active', 'saas', 'solar-power', 'climate', 'renewable-energy', 'ai', 'San Francisco']",['zsagar@aetherenergy.me']
140,Kiosk,"Paris, Île-de-France, France",WhatsApp Marketing for E-commerce,kiosk,https://www.ycombinator.com/companies/kiosk,"['Paul Lafforgue', 'Thomas Sohet']",https://www.linkedin.com/company/getkiosk,W24,"['Active', 'artificial-intelligence', 'messaging', 'marketing', 'automation']",['paul@kiosk.so']
141,Ragas,"San Francisco, CA, USA",Building the open source standard for evaluating LLM Applications,ragas,https://www.ycombinator.com/companies/ragas,"['Jithin James', 'Shahul ES']",https://www.linkedin.com/company/ragas/,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'open-source', 'San Francisco']",[]
142,sync labs,"San Francisco, CA, USA",an api for realtime lipsync,sync-labs,https://www.ycombinator.com/companies/sync-labs,"['Prady Modukuru', 'Prajwal K R', 'Rudrabha Mukhopadhyay', 'Pavan Reddy']",https://www.linkedin.com/company/synclabs-ai/,W24,"['Active', 'artificial-intelligence', 'computer-vision', 'api', 'apis', 'San Francisco']",[]
143,PandasAI,"Munich, BY, Germany",PandasAI is an open-source conversational data analysis platform with…,pandasai,https://www.ycombinator.com/companies/pandasai,['Gabriele Venturi'],https://www.linkedin.com/company/pandasai/,W24,"['Active', 'artificial-intelligence', 'analytics', 'data-visualization', 'ai']",[]
144,Infinity,"Bengaluru, KA, India",Business banking for cross-border SMBs & Startups,infinity,https://www.ycombinator.com/companies/infinity,"['Sourav Choraria', 'Sidharth Choraria']",https://www.linkedin.com/company/infinityinvest/,W24,"['Active', 'fintech', 'payments', 'b2b', 'investing', 'international']","['sourav@infinityapp.in', 'sid@infinityapp.in']"
145,InQuery,,Fully managed data lakehouse,inquery,,,,,,
146,Markprompt,"San Francisco, CA, USA",AI for customer support,markprompt,https://www.ycombinator.com/companies/markprompt,"['Marie Schneegans', 'Michael Fester']",https://www.linkedin.com/company/markprompt/,W24,"['Active', 'developer-tools', 'customer-support', 'infrastructure', 'ai', 'ai-assistant', 'San Francisco']",['founders@markprompt.com']
147,Tamarind Bio,"San Francisco, CA, USA",Easy to use computational biology tools for drug discovery,tamarind-bio,https://www.ycombinator.com/companies/tamarind-bio,"['Deniz Kavi', 'Sherry Liu']",https://linkedin.com/in/deniz-kavi,W24,"['Active', 'ai-powered-drug-discovery', 'machine-learning', 'saas', 'b2b', 'biotechnology', 'San Francisco']","['founders@tamarind.bioTamarind', 'founders@tamarind.bio']"
148,Anaphero,"San Francisco, CA, USA",Automating patient-facing tasks with voice AI,anaphero,https://www.ycombinator.com/companies/anaphero,"['Ryan Gallagher', 'Jeffrey Lamothe']",https://www.linkedin.com/company/anapherohealth/,W24,"['Active', 'artificial-intelligence', 'health-tech', 'digital-health', 'healthcare', 'ai', 'San Francisco']",['founders@anaphero.com']
149,Swift,"San Francisco, CA, USA",Instant deposit API for brokerages and digital banks,swift,,,,,,
150,Intercept,"San Francisco, CA, USA",Helping CPG brands automatically flag and dispute invalid retail fees,intercept,https://www.ycombinator.com/companies/intercept,"['Sasha Zhang', 'Jordan Wick']",https://www.linkedin.com/company/99366646,W24,"['Active', 'b2b', 'workflow-automation', 'supply-chain', 'food-&-beverage', 'enterprise-software', 'San Francisco']",['founders@tryintercept.com']
151,Creo,"San Francisco, CA, USA",Build internal tools with AI,creo,https://www.ycombinator.com/companies/creo,"['Rohan Mayya', 'Saifur Rahman']",https://www.linkedin.com/company/trycreo,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'b2b', 'San Francisco']",['founders@trycreo.com']
152,Decipher AI,"San Francisco, CA, USA",Helping engineers understand and fix production bugs,decipher-ai,https://www.ycombinator.com/companies/decipher-ai,"['Michael Rosenfield', 'Rohan Das']",https://www.linkedin.com/company/decipher-ai/,W24,"['Active', 'developer-tools', 'saas', 'b2b', 'monitoring', 'ai', 'San Francisco']","['founders@getdecipher.com.Decipher', 'founders@getdecipher.com', 'founders@getdecipher.com']"
153,Infinity AI,"San Francisco, CA, USA","Type a script, get a movie. ",infinity-ai,https://www.ycombinator.com/companies/infinity-ai,"['Lina Colucci', 'Sidney Primas', 'Andrew Weitz']",https://www.linkedin.com/company/infinityai,W24,"['Active', 'artificial-intelligence', 'video', 'creator-economy', 'San Francisco']",[]
154,Double,"San Francisco, CA, USA",A smarter investing account,double,,,,,,
155,Speck,"San Francisco, CA, USA",AI assistant for web automation,speck,https://www.ycombinator.com/companies/speck,"['Lucas Jaggernauth', 'Raghav Pillai']",https://www.linkedin.com/company/speck,W24,"['Active', 'artificial-intelligence', 'b2b', 'productivity', 'automation', 'San Francisco']",[]
156,Guide Labs,"San Francisco, CA, USA",Interpretable foundation models that are easy to align,guide-labs,https://www.ycombinator.com/companies/guide-labs,"['Julius Adebayo', 'Fulton Wang']",https://www.linkedin.com/company/guide-labs,W24,"['Active', 'generative-ai', 'machine-learning', 'api', 'ai', 'San Francisco']",['info@guidelabs.ai']
157,OmniAI,"New York, NY, USA",Build on top of unstructured data,omniai,https://www.ycombinator.com/companies/omniai,"['Tyler Maran', 'Anna Pojawis']",https://www.linkedin.com/company/getomni-ai/,W24,"['Active', 'big-data', 'data-engineering', 'ai', 'New York']",['founders@getomni.ai']
158,Keywords AI,"San Francisco, CA, USA",Unified DevOps platform to build software with AI.,keywords-ai,https://www.ycombinator.com/companies/keywords-ai,"['Andy Li', 'Raymond Huang']",https://www.linkedin.com/company/keywordsai/,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'saas', 'b2b', 'api', 'San Francisco']","['team@keywordsai.co', 'team@keywordsai.co']"
159,PromptArmor,,Security and Compliance for LLM Applications,promptarmor,https://www.ycombinator.com/companies/promptarmor,"['Shankar Krishnan', 'Vikram Jayanthi']",https://www.linkedin.com/company/promptarmor,W24,"['Active', 'generative-ai', 'security', 'cybersecurity', 'ai']",[]
160,Zaymo,"Orem, UT, USA",Interactive email builder for ecommerce brands,zaymo,https://www.ycombinator.com/companies/zaymo,"['Brice Douglas', 'Santiago Gomez Paz', 'Daniel Jones']",https://www.linkedin.com/company/zaymo,W24,"['Active', 'b2b', 'design-tools', 'e-commerce', 'marketing', 'email']","['founders@zaymo.com', 'founders@zaymo.com']"
161,Glimmer,"San Francisco, CA, USA",AI search for massive PDFs,glimmer,https://www.ycombinator.com/companies/glimmer,"['Praneeth Guduguntla', 'Arman Rafati']",https://www.linkedin.com/company/98872753/admin/feed/posts/,W24,"['Active', 'search', 'ai', 'San Francisco']",['founders@withglimmer.com']
162,Celest,"San Francisco, CA, USA",The Vercel of Flutter,celest,https://www.ycombinator.com/companies/celest,['Dillon Nys'],https://www.linkedin.com/company/celest-dev/,W24,"['Active', 'developer-tools', 'saas', 'b2b', 'cloud-computing', 'infrastructure', 'San Francisco']",['dillon@celest.dev']
163,Meticulate,,The AI engine for world-class business research,meticulate,https://www.ycombinator.com/companies/meticulate,"['Wilbur Li', 'Joseph Palakapilly']",https://www.linkedin.com/company/99121539/,W24,['Active'],"['founders@meticulate.ai', 'founders@meticulate.ai']"
164,CloudCruise,"San Francisco, CA, USA",Enabling AI to use computers like humans,cloudcruise,https://www.ycombinator.com/companies/cloudcruise,"['Adrian Ziegler', 'Felix Martin Eckert', 'Vere Whittome']",https://www.linkedin.com/company/cloudcruise,W24,"['Active', 'generative-ai', 'saas', 'workflow-automation', 'ai-assistant', 'San Francisco']",[]
165,Attunement,"San Francisco, CA, USA",Remote monitoring platform for behavioral health,attunement,https://www.ycombinator.com/companies/attunement,"['Angie Muller', 'Briar Smith']",https://linkedin.com/in/angiemuller,W24,"['Active', 'artificial-intelligence', 'machine-learning', 'digital-health', 'healthcare', 'mental-health', 'San Francisco']",['founders@attunement.ai']
166,Lucite,"New York, NY, USA",Automating deliverables for finance professionals. ,lucite,https://www.ycombinator.com/companies/lucite,"['Jason Spector', 'Richard Greenbaum']",https://linkedin.com/company/lucitetechnologysolutions/about/,W24,"['Active', 'saas', 'finance', 'productivity', 'investing', 'ai', 'New York']",['founders@lucite.ai']
167,Selera Medical,"Mountain View, CA, USA","One-time, device-based treatment for heart failure",selera-medical,https://www.ycombinator.com/companies/selera-medical,"['Stacie Arechavala', 'Kevin Bui']",https://www.linkedin.com/company/selera-medical/,W24,"['Active', 'medical-devices', 'healthcare', 'Mountain View']",['founders@seleramedical.com']
168,OneGrep,"New York, NY, USA",AI Observability Copilot for Engineers,onegrep,https://www.ycombinator.com/companies/onegrep,"['Achintya Ashok', 'Brian Cripe']",https://www.linkedin.com/company/onegrep,W24,"['Active', 'developer-tools', 'b2b', 'devops', 'ai', 'New York']",['contactus@onegrep.dev']
169,Parasale,"San Francisco, CA, USA",AI Recruiter: Find and Engage Candidates on Autopilot,parasale,https://www.ycombinator.com/companies/parasale,"['Josh Valdez', 'Jet Zhou']",https://www.linkedin.com/company/parasale,W24,"['Active', 'artificial-intelligence', 'recruiting', 'hr-tech', 'San Francisco']",['josh@parasale.io']
170,Tusk,"San Francisco, CA, USA",AI agent that fixes customers' bugs instantly,tusk,https://www.ycombinator.com/companies/tusk,"['Marcel Tan', 'Sohil Kshirsagar']",https://www.linkedin.com/company/usetusk,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'saas', 'b2b', 'ai', 'San Francisco']",[]
171,PartnerHQ,,A marketplace for B2B businesses to buy warm intros. ,partnerhq,https://www.ycombinator.com/companies/partnerhq,"['Kat Wang', 'Stan Liu']",https://www.linkedin.com/company/trypartnerhq/,W24,['Active'],['founders@trypartnerhq.com']
172,atopile,"San Francisco, CA, USA",We make tools to design electronics circuit boards with code,atopile,https://www.ycombinator.com/companies/atopile,"['Matt Wildoer', 'Timothée Peter', 'Narayan Powderly']",https://www.linkedin.com/company/99142194/,W24,"['Active', 'hardware', 'saas', 'design-tools', 'electronics', 'San Francisco']",['founders@atopile.io']
173,Blume Benefits,"San Francisco, CA, USA",The AI copilot for health insurance brokers.,blume-benefits,https://www.ycombinator.com/companies/blume-benefits,"['Aditya Joshi', 'Ethan Hou', 'Varun Verma']",https://www.linkedin.com/company/blumebenefits/,W24,"['Active', 'artificial-intelligence', 'health-insurance', 'ai-assistant', 'San Francisco']",['founders@blumebenefits.com']
174,Airfront,"San Francisco, CA, USA",AI automation platform for your email inbox,airfront,https://www.ycombinator.com/companies/airfront,"['Joanne Wang', 'Tommy Guo']",https://www.linkedin.com/company/tryairfront,W24,"['Active', 'artificial-intelligence', 'saas', 'b2b', 'productivity', 'automation', 'San Francisco']",['founders@airfront.com']
175,SynsoryBio,"Cambridge, MA, USA","""If-then"" conditional logic for protein drugs",synsorybio,https://www.ycombinator.com/companies/synsorybio,"['Elliot Tague', 'Nathan Tague']",https://www.linkedin.com/company/synsorybio/,W24,"['Active', 'synthetic-biology', 'biotech', 'therapeutics', 'oncology']",['info@synsorybio.com']
176,Yoneda Labs,"San Francisco, CA, USA",Foundation Model for Chemical Manufacturing,yoneda-labs,https://www.ycombinator.com/companies/yoneda-labs,"['Michał Mgeładze-Arciuch', 'Jan Oboril', 'Daniel Vlasits']",https://www.linkedin.com/company/YonedaLabs,W24,"['Active', 'artificial-intelligence', 'b2b', 'biotech', 'design-tools', 'ai', 'San Francisco']",['michal@yonedalabs.com']
177,TokenOwl,"New York, NY, USA",AI portfolio tools for the next generation of crypto,tokenowl,https://www.ycombinator.com/companies/tokenowl,"['Colin Holter', 'Amith Vanmane']",https://linkedin.com/in/colin-holter-ab1118116,W24,"['Active', 'artificial-intelligence', 'crypto-web3', 'cryptocurrency', 'New York']",['founders@tokenowl.ai']
178,Hona,"San Francisco, CA, USA",AI to help physicians intake and treat patients,hona,https://www.ycombinator.com/companies/hona,"['Manny Griffiths', 'Josh Christensen', 'Matt McClellan']",https://www.linkedin.com/company/honasoftware,W23,"['Active', 'saas', 'b2b']",[]
179,Topo,"Paris, Île-de-France, France",AI sales agent custom trained for each company to reach the best leads,topo,https://www.ycombinator.com/companies/topo,"['Dan Elkaim', 'Léonard Henriquez', 'Robin Philibert']",https://www.linkedin.com/company/topo-io,W24,"['Active', 'saas', 'sales', 'ai']",['dan@topo.io']
180,Trellis,,AI-powered Snowflake for unstructured data,trellis,https://www.ycombinator.com/companies/trellis,"['Mac Klinkachorn', 'Jacky Lin']",https://www.linkedin.com/company/runtrellis,W24,"['Active', 'b2b', 'data-engineering', 'infrastructure', 'ai', 'databases']",['founders@usetrellis.co']
181,Ecliptor,"San Francisco, CA, USA",Unlocking revenue for devtools by finding product champions with AI.,ecliptor,https://www.ycombinator.com/companies/hatchet,"['Andre Fu', 'Nanki Grewal']",https://www.linkedin.com/company/99437744/,W24,"['Active', 'b2b', 'sales', 'ai', 'San Francisco']","['andre@ecliptor.ai', 'andre@ecliptor.ai']"
